Consortium_of_Universities_for_Global_Health,Keith_Martin_(physician)
Rostec,Sergey_Chemezov
Codemasters,David_Darling_(entrepreneur)
DEME,Luc_Bertrand
Rise_Asset_Development,Sandra_Rotman
Japan_Tobacco,Hiroshi_Kimura
United_Refining_Company,John_Catsimatidis
Rockwell_Automation,Keith_Nosbusch
Wesfarmers,Michael_Chaney
Accenture,Pierre_Nanterme
WinStar_Farm,Kenny_Troutt
Whyte_House_Entertainment,Stephen_Hill_(entrepreneur)
Talenthouse,Roman_Scharf
Asia_Aluminum,Kwong_Wui_Chun
Ajay_Devgn_FFilms,Anil_Devgan
Sumangali_Cable_Vision,Kalanithi_Maran
ImageMovers,Robert_Zemeckis
Earl_of_Sandwich_(restaurant),Robert_Earl
The_Wendy's_Company,Nelson_Peltz
Police_Bank,Tony_Lauer
Østfold_Energi,Arne_Øren
Hermès,Pierre-Alexis_Dumas
Apple_Corps,Jeff_Jones_(music_industry_executive)
"Narayana_Superspeciality_Hospital,_Guwahati",Devi_Shetty
Fairfield_Shipbuilding_and_Engineering_Company,John_Elder_(shipbuilder)
A.F.S.K._Hom_Tov,Moshe_Shahal
Fokker,Walter_Rethel
Design_Hotels,Claus_Sendlinger
Baugur_Group,Jón_Ásgeir_Jóhannesson
Two_Guys_from_Andromeda,Mark_Crowe
Securicor,"Colin_Sharman,_Baron_Sharman"
Politico,Michael_Allen_(journalist)
Talal_Abu-Ghazaleh_Knowledge_Society_(TAGKS),Talal_Abu-Ghazaleh
Rocket_Pictures,David_Furnish
The_Times_Group,Vineet_Jain
Saaremaa_Shipping_Company,Vjatšeslav_Leedo
D._E._Shaw_&_Co.,David_E._Shaw
Trianz,Sri_Manchala
The_Beck_Group,Henry_C._Beck_III
Rocksteady_Studios,Sefton_Hill
Adani_Power,Gautam_Adani
Encom,Dan_Haigh
Regional_Express_Holdings,John_Sharp_(Australian_politician)
DBS_Bank_(Hong_Kong),Piyush_Gupta
Eurostazioni,Francesco_Gaetano_Caltagirone
Sports_Direct,Keith_Hellawell
American_Motor_Car_Company,Harry_C._Stutz
Y_Combinator_(company),Geoff_Ralston
Royal_Doulton,Henry_Doulton
Saigol_DDC,Faisal_Saigol
Mental_Floss,Will_Pearson
Antony_Gibbs_&_Sons,"Hucks_Gibbs,_1st_Baron_Aldenham"
Winchester_Repeating_Arms_Company,Benjamin_Tyler_Henry
AWD_Holding,Carsten_Maschmeyer
Allstate,Thomas_J._Wilson
Maharashtra_State_Road_Development_Corporation,Eknath_Shinde
Hudson_Soft,Akira_Sakuma
MasterCard,Ajaypal_Singh_Banga
Volcanic_Repeating_Arms,Oliver_Winchester
List_of_Yamaha_guitars,Torakusu_Yamaha
Windfields_Farm,Horatio_Luro
Bizzarrini,Giotto_Bizzarrini
Flytoget,Endre_Skjørestad
Dwyer_Brothers_Stable,Frank_McCabe
Abdul_Latif_Jameel_Poverty_Action_Lab,Sendhil_Mullainathan
Lightbank,Eric_Lefkofsky
Tragus_Group,Charles_Gurassa
E_Aerospace,Amin_Khoury
"Fenton,_Murray_and_Jackson",Joshua_Routledge
Continental_Engineering_Corporation,Nita_Ing
Datsun,Yoshisuke_Aikawa
"The_Cannon_Group,_Inc.",Giancarlo_Parretti
Al_Jazeera_Media_Network,Hamad_bin_Thamer_Al_Thani
Italian_Society_for_International_Organizations,Luigi_Ferrari_Bravo
Shindig_(video_chat_platform),Steve_Gottlieb
General_Electric,Jeffrey_R._Immelt
Traffic_Group,José_Hawilla
Banco_Macro,Jorge_Horacio_Brito
Sony_Pictures_Animation,Kristine_Belson
Bridgewater_Associates,Jon_Rubinstein
Levi9_Ukraine,Paul_Schuyt
Konzum,Ivica_Todorić
R_Family_Vacations,Kelli_Carpenter-O'Donnell
Blue-Tongue_Films,Mirrah_Foulkes
ConsenSys,Joseph_Lubin_(entrepreneur)
Calumet_Farm,Henryk_de_Kwiatkowski
Inner_Four,John_Swartz
National_Express_Group,John_Armitt
Camelot_Software_Planning,Hiroyuki_Takahashi_(game_producer)
Zimmermann_Immobilier,Pierre_Zimmermann_(bridge)
Cystic_Fibrosis_Canada,Celine_Dion
Richard_Dawkins_Foundation_for_Reason_and_Science,Richard_Dawkins
ISentia,Neville_Jeffress
Ascend_Communications,Rob_Ryan_(entrepreneur)
"Harry_Winston,_Inc.",Harry_Winston
Laika_(company),Phil_Knight
