128,Eho_Hamara_Jeevna,Dalip_Kaur_Tiwana,1,9.0
46,Librsvg,Raph_Levien,1,10.5
137,Your_Money's_Worth,Frederick_J._Schlink,1,11.0
5,First_Person_Singular:_Pearson_–_The_Memoirs_of_a_Prime_Minister,Munroe_Scott,1,11.5
12,The_Dirtiest_Show_in_Town,Tom_Eyen,1,11.5
71,The_Vanished_People,Ion_Idriess,1,11.5
20,The_Chosen_One_(Williams_novel),Carol_Lynch_Williams,1,12.5
26,The_Devil's_Wind,Manohar_Malgonkar,1,12.5
197,The_Victorian_Internet,Tom_Standage,1,13.0
98,Coralie_Lansdowne_Says_No,Alex_Buzo,1,13.5
116,A_History_of_the_Kerala_School_of_Hindu_Astronomy,K._V._Sarma,1,13.5
173,The_Fix_(book),Damian_Thompson,1,13.5
18,The_Foundations_of_Psychoanalysis,Adolf_Grünbaum,1,14.0
146,The_Ambassador_(TV_series),Hugh_Costello,1,14.0
62,Zen_and_the_Brain,James_H._Austin,1,14.5
68,Leptirica,Milovan_Glišić,1,14.5
106,Dead_of_Winter_(Doctor_Who),James_Goss_(producer),1,14.5
184,Vue_de_toits_(Effet_de_neige),Gustave_Caillebotte,1,14.5
85,Turn_A_Gundam__manga__1,Akira_Yasuda,1,15.0
151,A_Warlock_in_Whitby,Robin_Jarvis,1,15.0
174,The_Tilted_Cross,Hal_Porter,1,15.0
44,Dear_Secret_Santa,Peter_Sullivan_(screenwriter),1,15.5
131,Wild_Blood_(novel),Kate_Thompson_(author),1,16.0
171,The_Human_Comedy_(musical),William_Dumaresq,1,16.5
22,The_Old_Willis_Place,Mary_Downing_Hahn,1,17.0
31,Yume_no_Crayon_Oukoku__manga__1,Mine_Yoshizaki,1,18.0
84,Our_Moon_Has_Blood_Clots,Rahul_Pandita,1,18.0
178,Isaac_Asimov's_Robot_City:_Refuge,Rob_Chilson,1,18.0
97,The_Timeless_Land,Eleanor_Dark,1,18.5
142,Handbook_of_Religion_and_Health,Michael_McCullough_(psychologist),1,18.5
183,The_Boy_Who_Cried_Werewolf_(2010_film),Douglas_Sloan_(television_producer),1,18.5
192,"Soldiers_and_Sailors_Monument_(Delphi,_Indiana)",Bruno_Schmitz,1,18.5
6,A_Painful_Case,James_Joyce,1,19.0
29,Aristocrats_(TV_series),Stella_Tillyard,1,19.0
