51,Nights_at_the_Circus,Angela_Carter,1,26.5
90,The_Everglades:_River_of_Grass,Marjory_Stoneman_Douglas,1,26.5
94,The_House_in_Lordship_Lane,A._E._W._Mason,1,26.5
113,River_of_Stars,Guy_Gavriel_Kay,1,26.5
120,The_Left_Hand_of_God_(book),Michael_Lerner_(rabbi),1,26.5
123,A_Night_Without_Stars,Peter_F._Hamilton,1,26.5
157,Extras_(novel),Scott_Westerfeld,1,26.5
199,Servant_of_the_Empire,Janny_Wurts,1,26.5
200,Enlightenment_(software),Carsten_Haitzler,1,26.5
42,Echopraxia_(novel),Peter_Watts_(author),1,27.0
67,Demontage,Justin_Richards,1,27.0
81,A_Chorus_of_Disapproval_(play),Alan_Ayckbourn,1,27.0
154,Ramachandran:_A_Retrospective,R._Siva_Kumar,1,27.0
196,Flotsam_(David_Wiesner_book),David_Wiesner,1,27.0
55,Invisible_(Auster_novel),Paul_Auster,1,27.5
92,An_Afternoon_in_the_Woods,Flannery_O'Connor,1,27.5
96,Chanticleer_and_the_Fox_(book),Barbara_Cooney,1,27.5
112,A_Wanted_Man,Lee_Child,1,27.5
121,Atalanta_Fugiens,Michael_Maier,1,27.5
124,Flinx_in_Flux,Alan_Dean_Foster,1,27.5
30,The_Isolinguals,L._Sprague_de_Camp,1,28.0
118,Home_(Morrison_novel),Toni_Morrison,1,28.0
122,Goldsborough_(novel),Stefan_Heym,1,28.0
4,Prince_of_the_Blood_(novel),Raymond_E._Feist,1,28.5
59,Look_Back_in_Anger,John_Osborne,1,28.5
64,Armadillo_(novel),William_Boyd_(writer),1,28.5
72,Tuvstarr_is_still_sitting_there_wistfully_looking_into_the_water,John_Bauer_(illustrator),1,28.5
77,Dead_Romance,Lawrence_Miles,1,28.5
99,The_Feast_of_Fools,John_David_Morley,1,28.5
163,The_Night_of_the_Phoenix,Nelson_DeMille,1,28.5
8,City_of_the_Beasts,Isabel_Allende,1,29.0
69,The_Year's_Best_Science_Fiction:_Twenty-Seventh_Annual_Collection,Gardner_Dozois,1,29.0
152,Ask_Harriet,Peter_Murrieta,1,29.0
136,The_Kill_Order,James_Dashner,1,29.5
170,Leyendas_de_Guatemala,Miguel_Ángel_Asturias,1,29.5
181,Sharpe's_Fury,Bernard_Cornwell,1,29.5
13,"Hollywood,_Interrupted",Andrew_Breitbart,1,30.0
36,The_World_Turned_Upside_Down_(anthology),David_Drake,1,30.0
86,First_on_the_Moon_(1970_book),Michael_Collins_(astronaut),1,30.0
111,There's_a_God_on_the_Mic,Kool_Moe_Dee,1,30.0
135,Answered_Prayers:_The_Unfinished_Novel,Truman_Capote,1,30.0
143,Evolving_the_Alien,Ian_Stewart_(mathematician),1,30.0
28,Journey_to_the_Center_of_the_Earth_(TV_series),Don_R._Christensen,1,30.5
61,The_Oath_of_the_Vayuputras,Amish_Tripathi,1,30.5
80,Tears_of_the_Giraffe,Alexander_McCall_Smith,1,30.5
144,A_Stir_of_Echoes,Richard_Matheson,1,30.5
150,Shark_(novel),Will_Self,1,30.5
158,The_Borrowers_Avenged,Mary_Norton_(author),1,30.5
168,Tales_of_a_Fourth_Grade_Nothing,Judy_Blume,1,30.5
175,The_Flying_Sorcerers,Larry_Niven,1,30.5
38,Citizen_Khan,Anil_Gupta,1,31.0
91,The_Joke_(novel),Milan_Kundera,1,31.0
108,Hamilton_(musical),Lin-Manuel_Miranda,1,31.0
109,Children's_Ward,Paul_Abbott,1,31.0
179,The_Showroom_Tales,Gong_Hanlin,1,31.0
27,Ivanov_(play),Anton_Chekhov,1,31.5
139,The_Big_Time,Fritz_Leiber,1,31.5
148,The_Music_Scene_(TV_series),Richard_Schaal,1,31.5
50,The_Basket_of_Apples,Paul_Cézanne,1,32.0
93,Agapē_Agape,William_Gaddis,1,32.0
54,The_House_of_Hades,Rick_Riordan,1,32.5
134,Orestes_(play),Euripides,1,32.5
149,The_Border_Legion,Zane_Grey,1,32.5
191,The_Butter_Battle_Book,Dr._Seuss,1,32.5
82,Riders_in_the_Chariot,Patrick_White,1,33.0
166,A_Gift_of_Dragons,Anne_McCaffrey,1,33.0
195,Question_(short_story),Isaac_Asimov,1,33.0
47,Hallmark_Hall_of_Fame,Gian_Carlo_Menotti,1,33.5
145,The_Gryphon's_Skull,Harry_Turtledove,1,33.5
153,Persians_and_I,Arman_Arian,1,33.5
159,Citizen_Baines,Lydia_Woodward,1,33.5
2,Tyson_(1995_film),José_Torres,1,34.0
189,The_Romance_of_the_White_Hair_Maiden_(1995_TV_series),Liang_Yusheng,1,34.5
14,Operation_Chaos_(novel),Poul_Anderson,1,35.5
100,The_Final_Programme,Michael_Moorcock,1,35.5
110,Second_Variety_(1989_collection),Philip_K._Dick,1,36.0
114,Gertrude_and_Claudius,John_Updike,1,36.0
35,Wives_and_Daughters_(1999_miniseries),Elizabeth_Gaskell,1,36.5
41,Rabbit_Redux,John_Updike,1,36.5
119,Five_Patients,Michael_Crichton,1,36.5
83,Riel_(film),Roy_Moore,1,37.0
87,The_Exegesis_of_Philip_K._Dick,Philip_K._Dick,1,37.0
