"Ferdinand,_5th_Prince_Kinsky_of_Wchinitz_and_Tettau","Rudolf,_6th_Prince_Kinsky_of_Wchinitz_and_Tettau"
Pocahontas,Thomas_Rolfe
Edward_Fortunatus,Maria_van_Eicken
"Charles_Spencer,_3rd_Duke_of_Marlborough",George_II_of_Great_Britain
Françoise_Marie_de_Bourbon,Louis_XIII_of_France
"Charles_Cornwallis,_1st_Marquess_Cornwallis",George_III_of_the_United_Kingdom
"Henry_St_John,_1st_Viscount_Bolingbroke",George_I_of_Great_Britain
Princess_Ida_of_Schaumburg-Lippe,"Heinrich_XXII,_Prince_Reuss_of_Greiz"
Margaret_of_Joinville,"Frederick_I,_Count_of_Vaudémont"
"Robert_Sidney,_2nd_Earl_of_Leicester","Dorothy_Sidney,_Countess_of_Leicester"
Mark_S._Fowler,Ronald_Reagan
Constantine_IV,Justinian_II
George_Edwin_King,Queen_Victoria
Sirimavo_Bandaranaike,Elizabeth_II
William_Eggleston,David_Lynch
Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym,Princess_Hermine_of_Waldeck_and_Pyrmont
"John,_Duke_of_Touraine",Charles_VII_of_France
Mikhail_Bakunin,Noam_Chomsky
Alfonso_V_of_Aragon,René_of_Anjou
Narapati_of_Prome,Takayutpi
"Richard_Savage,_4th_Earl_Rivers","John_Churchill,_1st_Duke_of_Marlborough"
"Francis_Howard,_5th_Baron_Howard_of_Effingham",James_II_of_England
"John_Proby,_1st_Earl_of_Carysfort",George_III_of_the_United_Kingdom
Alfonso_XII_of_Spain,Maria_Christina_of_Austria
"Alastair_Windsor,_2nd_Duke_of_Connaught_and_Strathearn","Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
"Richard_Edgcumbe,_2nd_Earl_of_Mount_Edgcumbe",George_III_of_the_United_Kingdom
Kate_Warner,Elizabeth_II
Louis_II_of_Hungary,"Ferdinand_I,_Holy_Roman_Emperor"
Kamāmalu,Keōpūolani
"Henry_Wriothesley,_3rd_Earl_of_Southampton","Elizabeth_Wriothesley,_Countess_of_Southampton"
Paul_of_Greece,Frederica_of_Hanover
"John_Lawrence,_1st_Baron_Lawrence",Queen_Victoria
Mayer_Amschel_Rothschild,Nathan_Mayer_Rothschild
Shane_McMahon,Marissa_Mazzola-McMahon
Margaret_of_Parma,"Alessandro_de'_Medici,_Duke_of_Florence"
Consuelo_Vanderbilt,William_Kissam_Vanderbilt
Harun_al-Rashid,Al-Ma'mun
"Victor_II,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym",Amelia_of_Nassau-Weilburg
Ethelbert_Stewart,Woodrow_Wilson
"Otto-William,_Count_of_Burgundy",Adelaide-Blanche_of_Anjou
Antonio_de_Guill_y_Gonzaga,Charles_III_of_Spain
Djoser,Khasekhemwy
John_Ritter,Amy_Yasbeck
"Louis_Philippe_I,_Duke_of_Orléans","Louis_Philippe_II,_Duke_of_Orléans"
Henry_Emmerson,Queen_Victoria
Edward_Roberts_(Canadian_politician),Elizabeth_II
Walter_Annenberg,Elizabeth_II
Cornelius_Smelt,George_III_of_the_United_Kingdom
"Henry_Percy,_8th_Earl_of_Northumberland",George_Percy
"Valentina_Visconti,_Queen_of_Cyprus","Eleanor_of_Aragon,_Queen_of_Cyprus"
Taejo_of_Joseon,Jeongjong_of_Joseon
Min_Phyu_of_Toungoo,Nanda_Bayin
"Duarte_Pio,_Duke_of_Braganza",Infanta_Maria_Francisca_of_Portugal_(b._1997)
"Prince_Augustus_Frederick,_Duke_of_Sussex","Thomas_Dundas,_2nd_Earl_of_Zetland"
Paul_McNulty,George_W._Bush
"Pedro_de_Alcântara,_Prince_of_Grão-Pará",Princess_Isabelle_of_Orléans-Braganza
"Joan_I,_Countess_of_Auvergne",John_II_of_France
Julie_Clary,Maria_Luisa_of_Parma
"John_Russell,_4th_Duke_of_Bedford",George_III_of_the_United_Kingdom
John_Black_Aird,Maureen_Forrester
George_Anthony_Walkem,Queen_Victoria
Konstancja_Ligęza,Stanisław_Herakliusz_Lubomirski
Princess_Maria_Ludwiga_Theresia_of_Bavaria,"Prince_Ferdinand_Pius,_Duke_of_Calabria"
"Rudolf_II,_Count_Palatine_of_the_Rhine","Louis_IV,_Holy_Roman_Emperor"
Al-Muqtadir,Ar-Radi
Mumtaz_Mahal,Shah_Jahan
"Sir_William_Osborne,_8th_Baronet","Sir_Thomas_Osborne,_9th_Baronet"
Jay_Gould_II,Jay_Gould
Louis_XV_of_France,"Philippe_II,_Duke_of_Orléans"
"Juan,_Count_of_Montizón","Henri,_Count_of_Chambord"
Christopher_Reeve,Superman
Stuart_Milton_Hodgson,Elizabeth_II
Menelik_II,Iyasu_V
Patrick_Higginbotham,Gerald_Ford
Erik_Benzelius_the_younger,Mathias_Steuchius
Consort_Donggo,Shunzhi_Emperor
"Frederick_North,_Lord_North",George_III_of_the_United_Kingdom
Murray_MacLaren,George_V
Ashwani_Kumar,Manmohan_Singh
Maria_Dobroniega_of_Kiev,Świętosława_of_Poland
"Margaret_II,_Countess_of_Flanders","John_I,_Count_of_Hainaut"
Summer_Phoenix,River_Phoenix
"Anne_of_Denmark,_Electress_of_Saxony",Dorothea_of_Saxony
Tadj_ol-Molouk,Reza_Shah
"George_Lascelles,_7th_Earl_of_Harewood",Elizabeth_II
"Frederick,_Prince_of_Wales",George_III_of_the_United_Kingdom
Fausta,Flavia_Julia_Constantia
Antiochus_II_Theos,Seleucus_II_Callinicus
"Isabella,_Countess_of_Vertus",Gian_Galeazzo_Visconti
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat","Charles_VI,_Holy_Roman_Emperor"
Erzsébet_Thurzó,István_Esterházy_(1616–1641)
Pieter_Kooijmans,Hans_van_den_Broek
"Bernard_III,_Lord_of_Lippe","Bernard_IV,_Lord_of_Lippe"
Mariana_Fernández_de_Córdoba_y_Ayala,Juana_Enríquez
"Sir_John_Wentworth,_1st_Baronet",George_III_of_the_United_Kingdom
Berenice_IV_of_Egypt,Cleopatra_V_of_Egypt
"Joseph_I,_Holy_Roman_Emperor","Charles_VI,_Holy_Roman_Emperor"
Izabela_Czartoryska,Konstanty_Adam_Czartoryski
Bernard_Landry,Elizabeth_II
Jamal_ul-Alam_Badr_ul-Munir,Perkasa_Alam_Syarif_Lamtui
"Prince_Alfonso,_Count_of_Caserta","Prince_Ferdinand_Pius,_Duke_of_Calabria"
John_Daniel_Tinder,Ronald_Reagan
Hoagy_Carmichael,Spike_Jones
Edythe_Scott_Bagley,Coretta_Scott_King
Tony_Kaye_(musician),David_Bowie
William_Brownfield,George_W._Bush
Matthew_Henry_Richey,Queen_Victoria
"Charles_IV,_Holy_Roman_Emperor","Louis_IV,_Holy_Roman_Emperor"
Pertevniyal_Sultan,Şevkefza_Sultan
"Floris_V,_Count_of_Holland","John_I,_Count_of_Holland"
William_Hobson,Queen_Victoria
'Adud_al-Dawla,Samsam_al-Dawla
Queen_Emma_of_Hawaii,Kamehameha_IV
"Edward_Somerset,_2nd_Marquess_of_Worcester","Henry_Somerset,_1st_Duke_of_Beaufort"
James_B._Edwards,Ronald_Reagan
"Henry_Herbert,_1st_Earl_of_Carnarvon",George_III_of_the_United_Kingdom
"Diogo,_Duke_of_Viseu",Manuel_I_of_Portugal
George_Washington_Parke_Custis,Mary_Lee_Fitzhugh_Custis
"Edmund_Stafford,_5th_Earl_of_Stafford","Humphrey_Stafford,_1st_Duke_of_Buckingham"
Princess_Maria_Josepha_of_Saxony_(1867–1944),Charles_I_of_Austria
Arthur_Bliss_Lane,"Anthony_Joseph_Drexel_Biddle,_Jr."
Eleonor_Magdalene_of_Neuburg,"Leopold_I,_Holy_Roman_Emperor"
John_Michael_McConnell,George_H._W._Bush
Henry_I_of_England,Adeliza_of_Louvain
Christian_IV_of_Denmark,Hans_Ulrik_Gyldenløve
