Daddy_(1991_film),Danielle_Steel
The_Masks,Rod_Serling
When_Eight_Bells_Toll_(film),Alistair_MacLean
Nana_(1985_film),Émile_Zola
The_Banana_Splits,Joseph_Barbera
"Holidaydream:_Sounds_of_the_Holidays,_Vol._One",John_Lennon
The_New_Boss_Guitar_of_George_Benson,Tom_Adair
They_Do_It_with_Mirrors,Robert_A._Heinlein
The_Life_of_Mammals,David_Attenborough
Astro_Boy_(1963_TV_series),Osamu_Tezuka
The_Maltby_Collection,Ben_Willbond
Kuifje_–_De_Zonnetempel_(De_Musical),Dirk_Brossé
The_Adventures_of_Paddington_Bear,Nigel_Lambert
Carol_Burnett_&_Company,Billy_Barnes_(composer)
Last_Man_on_Earth_(album),Robert_Christgau
The_Lost_Moment,Henry_James
Disney's_Adventures_of_the_Gummi_Bears,Jymn_Magon
Always_on_My_Mind,Willie_Nelson
The_Flaxton_Boys,Victor_Winding
Blackadder:_The_Cavalier_Years,Howard_Goodall
Sherlock_Holmes_(2013_TV_series),Andrei_Panin
The_Innocents_(1961_film),Henry_James
Wild_Money,Paul_Gallico
Nightside_(film),Stephen_J._Cannell
The_Dark_Man_(poem),Stephen_King
King_Kong_Lives,Steven_Pressfield
Whatever_Happened_to_Sarah_Jane%3F,Gareth_Roberts_(writer)
Amor_y_Control,John_Lennon
Love_Has_Come_for_You,Steve_Martin
%22Crocodile%22_Dundee_II,Paul_Hogan
"It_Was_a_Short_Summer,_Charlie_Brown",Charles_M._Schulz
In_Full_Gear,Robert_Christgau
Sky_Dragon,Earl_Derr_Biggers
Talent_(play),Victoria_Wood
In_Search_of_the_Trojan_War,Colin_Adams_(executive)
Space:_1999,Barbara_Bain
The_Island_(1980_film),Peter_Benchley
Your_Name,Makoto_Shinkai
I've_Heard_the_Mermaids_Singing,Ann-Marie_MacDonald
Under_the_Bed_(2012_film),Brad_Miska
Cujo_(film),Stephen_King
King_Solomon's_Treasure,Allan_Prior
Mafia_(The_Office),Brent_Forrester
Braquo,Jean-Hugues_Anglade
Bad_Day_at_Cat_Rock,Chuck_Jones
Harvey_(1996_film),Joseph_Dougherty
Comedians_in_Cars_Getting_Coffee,Jerry_Seinfeld
Everybody_Dies_(House),David_Shore
A_Short_Film_About_John_Bolton,Neil_Gaiman
Conan_the_Adventurer_(animated_series),Robert_E._Howard
The_Seven_Deadly_Sins_(1962_film),Eugène_Ionesco
The_Frost_Report,James_Gilbert_(producer)
The_Alligator_People,Charles_O'Neal
Loved_(song),Terry_Ronald
The_Brave_Archer_2,Jin_Yong
The_Boy_(TV_series),Daniel_Brochu
The_Family_That_Preys,Tyler_Perry
Kamen_Rider_Kabuto,Shotaro_Ishinomori
Maybe_This_Time,Betty_White
The_Daily_Show,Steve_Bodow
Subterranean_Jungle,Robert_Christgau
Greatest_Hits_(Alice_Cooper_album),Robert_Christgau
From_Hare_to_Eternity,Chuck_Jones
