Michael_Jackson's_Ghosts,Stephen_King
Our_Secret_Weapon,Rex_Stout
The_'Burbs,Carrie_Fisher
Henderson's_Boys,Robert_Muchamore
Mad_Monster_Party%3F,Allen_Swift
Batman:_Mystery_of_the_Batwoman,Alan_Burnett
Examined_Life,Slavoj_Žižek
Chappelle's_Show,Dave_Chappelle
Fireside_Theatre,Frank_Wisbar
The_Crime_Doctor's_Courage,Max_Marcin
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1981),Dudley_Moore
The_Speckled_Band_(1931_film),Arthur_Conan_Doyle
The_Muppets'_Wizard_of_Oz,David_Alan_Grier
Gypsies_in_the_Palace,Jimmy_Buffett
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1968),Neil_Simon
Probe_(1988_TV_series),Isaac_Asimov
An_Inconvenient_Truth,Al_Gore
Chu_Liu_Hsiang_and_Hu_Tieh_Hua,Gu_Long
Out_to_Lunch_(TV_program),Morgan_Freeman
Gadget_Man,Richard_Ayoade
The_Wind_in_the_Willows_(1995_film),Michael_Palin
Do_Dil_Bandhe_Ek_Dori_Se,Javed_Ali
Bring_Your_Smile_Along,Blake_Edwards
The_Winslow_Boy_(1999_film),David_Mamet
Gimme_Gimme_Gimme_(TV_series),Jonathan_Harvey_(playwright)
Nightmares_&_Dreamscapes:_From_the_Stories_of_Stephen_King,Stephen_King
Beautiful_People_(UK_TV_series),Jon_Plowman
Rose_Red_(miniseries),Matt_Keeslar
"His_Majesty,_the_Scarecrow_of_Oz",L._Frank_Baum
The_High_Fructose_Adventures_of_Annoying_Orange,Harland_Williams
The_Secret_Service,Ken_Turner_(director)
All_About_Mormons,Trey_Parker
Joe_and_Sons,Bobbi_Jordan
Ten_Little_Indians_(1965_film),Agatha_Christie
Madea_Goes_to_Jail,Tyler_Perry
The_Wrong_Man,Maxwell_Anderson
Judy_at_Carnegie_Hall,Dorothy_Fields
Reefer_Madness,Arthur_Hoerl
Private_Eye_(TV_series),Joseph_Dougherty
Lady_in_the_Dark_(film),Moss_Hart
The_Wind_Rises,Hayao_Miyazaki
Lords_and_Ladies_(novel),William_Shakespeare
Pokémon:_Mewtwo_Returns,Megumi_Hayashibara
Crime_Story_(TV_series),Bill_Duke
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1991),Carl_Reiner
