0.91,?a  <dbo:birthPlace>  ?f  ?f  <dbo:location>  ?b   => ?a  <dbo:placeOfBurial>  ?b
0.72,?a  <dbo:birthPlace>  ?f  ?f  <dbo:country>  ?b   => ?a  <dbo:sportCountry>  ?b
0.59,?a  <dbo:birthPlace>  ?b  ?a  <dbo:deathPlace>  ?b   => ?a  <dbo:billed>  ?b
0.52,?a  <dbo:birthPlace>  ?b  ?a  <dbo:deathPlace>  ?b   => ?a  <dbo:placeOfBurial>  ?b
0.50,?a  <dbo:birthPlace>  ?f  ?b  <dbo:largestCity>  ?f   => ?a  <dbo:sportCountry>  ?b
0.49,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:hometown>  ?b
0.47,?a  <dbo:birthPlace>  ?b  ?a  <dbo:residence>  ?b   => ?a  <dbo:billed>  ?b
0.33,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:billed>  ?b
0.31,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:sportCountry>  ?b
0.26,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:deathPlace>  ?b
0.26,?b  <dbo:birthPlace>  ?f  ?f  <dbo:ceremonialCounty>  ?a   => ?a  <dbo:memberOfParliament>  ?b
0.26,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:residence>  ?b
0.24,?e  <dbo:birthPlace>  ?b  ?e  <dbo:parent>  ?a   => ?a  <dbo:placeOfBurial>  ?b
0.24,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:placeOfBurial>  ?b
0.20,?e  <dbo:birthPlace>  ?b  ?e  <dbo:predecessor>  ?a   => ?a  <dbo:placeOfBurial>  ?b
0.18,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:stateOfOrigin>  ?b
0.18,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:citizenship>  ?b
0.18,?f  <dbo:birthPlace>  ?b  ?a  <dbo:predecessor>  ?f   => ?a  <dbo:placeOfBurial>  ?b
0.18,?f  <dbo:birthPlace>  ?b  ?a  <dbo:parent>  ?f   => ?a  <dbo:placeOfBurial>  ?b
0.16,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:nationality>  ?b
0.16,?f  <dbo:birthPlace>  ?b  ?a  <dbo:successor>  ?f   => ?a  <dbo:placeOfBurial>  ?b
0.16,?e  <dbo:birthPlace>  ?b  ?e  <dbo:successor>  ?a   => ?a  <dbo:placeOfBurial>  ?b
0.15,?a  <dbo:birthPlace>  ?e  ?e  <dbo:country>  ?b   => ?a  <dbo:billed>  ?b
0.15,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:ceremonialCounty>  ?b
0.15,?e  <dbo:birthPlace>  ?b  ?e  <dbo:spouse>  ?a   => ?a  <dbo:placeOfBurial>  ?b
0.13,?a  <dbo:birthPlace>  ?e  ?e  <dbo:country>  ?b   => ?a  <dbo:placeOfBurial>  ?b
0.12,?e  <dbo:birthPlace>  ?b  ?e  <dbo:trainer>  ?a   => ?a  <dbo:billed>  ?b
0.11,?a  <dbo:birthPlace>  ?f  ?b  <dbo:largestCity>  ?f   => ?a  <dbo:billed>  ?b
0.11,?a  <dbo:birthPlace>  ?e  ?e  <dbo:largestCity>  ?b   => ?a  <dbo:billed>  ?b
0.11,?e  <dbo:birthPlace>  ?b  ?a  <dbo:trainer>  ?e   => ?a  <dbo:billed>  ?b
0.10,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:lieutenancyArea>  ?b
0.10,?a  <dbo:birthPlace>  ?f  ?f  <dbo:capital>  ?b   => ?a  <dbo:placeOfBurial>  ?b
0.10,?f  <dbo:birthPlace>  ?b  ?a  <dbo:leader>  ?f   => ?a  <dbo:jurisdiction>  ?b
0.10,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:restingPlace>  ?b
0.09,?a  <dbo:birthPlace>  ?e  ?e  <dbo:isPartOf>  ?b   => ?a  <dbo:billed>  ?b
0.07,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:federalState>  ?b
0.07,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:beatifiedPlace>  ?b
0.06,?a  <dbo:birthPlace>  ?e  ?e  <dbo:leaderName>  ?b   => ?a  <dbo:primeMinister>  ?b
0.06,?b  <dbo:birthPlace>  ?a   => ?a  <dbo:memberOfParliament>  ?b
0.06,?a  <dbo:birthPlace>  ?e  ?e  <dbo:capital>  ?b   => ?a  <dbo:billed>  ?b
0.06,?a  <dbo:birthPlace>  ?f  ?b  <dbo:capital>  ?f   => ?a  <dbo:sportCountry>  ?b
0.06,?b  <dbo:birthPlace>  ?f  ?f  <dbo:leaderName>  ?a   => ?a  <dbo:vicePresident>  ?b
0.06,?b  <dbo:birthPlace>  ?f  ?f  <dbo:isPartOf>  ?a   => ?a  <dbo:memberOfParliament>  ?b
0.05,?a  <dbo:author>  ?f  ?f  <dbo:birthPlace>  ?b   => ?a  <dbo:premierePlace>  ?b
0.05,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:metropolitanBorough>  ?b
0.05,?f  <dbo:birthPlace>  ?b  ?a  <dbo:leader>  ?f   => ?a  <dbo:nationalAffiliation>  ?b
0.05,?a  <dbo:birthPlace>  ?f  ?b  <dbo:capital>  ?f   => ?a  <dbo:billed>  ?b
0.05,?e  <dbo:birthPlace>  ?a  ?e  <dbo:party>  ?b   => ?a  <dbo:mayor>  ?b
0.04,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:canonizedPlace>  ?b
0.04,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:region>  ?b
0.04,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:countySeat>  ?b
0.04,?b  <dbo:birthPlace>  ?f  ?f  <dbo:country>  ?a   => ?a  <dbo:memberOfParliament>  ?b
0.04,?a  <dbo:birthPlace>  ?f  ?f  <dbo:isPartOf>  ?b   => ?a  <dbo:sportCountry>  ?b
0.04,?b  <dbo:birthPlace>  ?f  ?f  <dbo:leaderName>  ?a   => ?a  <dbo:deputy>  ?b
0.03,?e  <dbo:birthPlace>  ?b  ?e  <dbo:deathPlace>  ?a   => ?a  <dbo:ceremonialCounty>  ?b
0.03,?e  <dbo:birthPlace>  ?b  ?e  <dbo:deathPlace>  ?a   => ?a  <dbo:lieutenancyArea>  ?b
0.03,?e  <dbo:birthPlace>  ?a  ?e  <dbo:deathPlace>  ?b   => ?a  <dbo:ceremonialCounty>  ?b
0.02,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:education>  ?b
0.02,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:governmentRegion>  ?b
0.02,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:training>  ?b
0.02,?e  <dbo:birthPlace>  ?a  ?e  <dbo:birthPlace>  ?b   => ?a  <dbo:highestRegion>  ?b
0.02,?e  <dbo:birthPlace>  ?b  ?e  <dbo:region>  ?a   => ?a  <dbo:countySeat>  ?b
0.02,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:school>  ?b
0.02,?e  <dbo:birthPlace>  ?a  ?e  <dbo:successor>  ?b   => ?a  <dbo:memberOfParliament>  ?b
0.02,?e  <dbo:birthPlace>  ?a  ?e  <dbo:residence>  ?b   => ?a  <dbo:countySeat>  ?b
0.01,?e  <dbo:birthPlace>  ?a  ?e  <dbo:deathPlace>  ?b   => ?a  <dbo:metropolitanBorough>  ?b
0.01,?a  <dbo:birthPlace>  ?b   => ?a  <dbo:ethnicity>  ?b
